sales_month,department,category,units_sold,revenue,cost,gross_margin_dollars,gross_margin_rate
2021-02-01,Women,Swim,11,831.39,339.88,491.51,0.5912
2021-02-01,Men,Active,16,795.68,336.35,459.33,0.5773
2021-02-01,Women,Outerwear & Coats,8,769.58,343.56,426.02,0.5536
2021-02-01,Men,Tops & Tees,15,715.48,392.54,322.94,0.4514
2021-02-01,Men,Sleep & Lounge,14,622.49,247.95,374.54,0.6017
2021-02-01,Women,Fashion Hoodies & Sweatshirts,14,561.48,270.13,291.35,0.5189
2021-02-01,Men,Accessories,16,469.01,186.05,282.96,0.6033
2021-02-01,Women,Active,7,467.48,201.91,265.57,0.5681
2021-02-01,Men,Underwear,18,462.63,217.99,244.64,0.5288
2021-02-01,Women,Plus,16,434.96,220.99,213.97,0.4919
2021-02-01,Women,Shorts,10,399.37,199.97,199.4,0.4993
2021-02-01,Women,Pants & Capris,11,398.16,213.95,184.21,0.4627
2021-02-01,Men,Socks,17,322.69,195.39,127.3,0.3945
2021-02-01,Women,Socks & Hosiery,14,295.78,114.96,180.82,0.6113
2021-02-01,Women,Accessories,10,293.17,117.94,175.23,0.5977
2021-02-01,Women,Suits,3,242.91,154.71,88.2,0.3631
2021-02-01,Women,Leggings,12,233.66,135.21,98.45,0.4214
2021-02-01,Women,Skirts,5,136.98,55.56,81.42,0.5944
2021-02-01,Women,Jumpsuits & Rompers,2,88.11,48.25,39.86,0.4524
2021-03-01,Men,Outerwear & Coats,21,3031.55,1354.7,1676.85,0.5531
2021-03-01,Women,Dresses,19,1963.95,872.48,1091.47,0.5558
2021-03-01,Women,Jeans,14,1877.16,1016.57,860.59,0.4585
2021-03-01,Men,Sweaters,21,1859.94,945.11,914.83,0.4919
2021-03-01,Women,Outerwear & Coats,12,1784.75,794.7,990.05,0.5547
2021-03-01,Men,Suits & Sport Coats,14,1752.47,698.09,1054.38,0.6017
2021-03-01,Men,Jeans,18,1717.18,923.71,793.47,0.4621
2021-03-01,Women,Intimates,43,1549.87,825.75,724.12,0.4672
2021-03-01,Women,Fashion Hoodies & Sweatshirts,20,1248.95,583.6,665.35,0.5327
2021-03-01,Men,Sleep & Lounge,17,1244.98,511.97,733.01,0.5888
2021-03-01,Men,Underwear,24,898.17,440.29,457.88,0.5098
2021-03-01,Men,Pants,15,897.3,413.06,484.24,0.5397
2021-03-01,Women,Swim,16,881.86,360.62,521.24,0.5911
2021-03-01,Men,Accessories,19,853.42,345.49,507.93,0.5952
2021-03-01,Women,Active,14,786.15,324.22,461.93,0.5876
2021-03-01,Women,Sweaters,12,766.86,336.64,430.22,0.561
2021-03-01,Women,Suits,5,752.22,440.44,311.78,0.4145
2021-03-01,Women,Pants & Capris,14,741.05,392.99,348.06,0.4697
2021-03-01,Men,Swim,15,736.22,436.27,299.95,0.4074
2021-03-01,Men,Shorts,16,694.21,351.34,342.87,0.4939
2021-03-01,Women,Leggings,8,668.58,375.34,293.24,0.4386
2021-03-01,Women,Blazers & Jackets,6,604.38,218.41,385.97,0.6386
2021-03-01,Men,Fashion Hoodies & Sweatshirts,12,604.15,333.83,270.32,0.4474
2021-03-01,Men,Active,13,587.06,250.7,336.36,0.573
2021-03-01,Women,Accessories,15,580.92,231.24,349.68,0.6019
2021-03-01,Women,Maternity,16,571.38,253.89,317.49,0.5556
2021-03-01,Women,Sleep & Lounge,9,490.92,293.2,197.72,0.4028
2021-03-01,Women,Shorts,8,462.31,237.95,224.36,0.4853
2021-03-01,Men,Tops & Tees,13,418.54,231.25,187.29,0.4475
2021-03-01,Women,Plus,9,363.88,187.13,176.75,0.4857
2021-03-01,Women,Skirts,3,299.99,117.31,182.68,0.609
2021-03-01,Women,Jumpsuits & Rompers,5,265.47,134.45,131.02,0.4936
2021-03-01,Men,Socks,11,249.38,150.19,99.19,0.3978
2021-03-01,Women,Tops & Tees,7,230.68,124.43,106.25,0.4606
2021-03-01,Women,Socks & Hosiery,9,125.58,49.01,76.57,0.6098
2021-04-01,Men,Jeans,29,3807.33,2028.56,1778.77,0.4672
2021-04-01,Men,Outerwear & Coats,21,3563.53,1591.02,1972.51,0.5535
2021-04-01,Men,Suits & Sport Coats,16,1685.96,685.48,1000.48,0.5934
2021-04-01,Women,Outerwear & Coats,11,1681.85,751.56,930.29,0.5531
2021-04-01,Women,Blazers & Jackets,12,1460.08,561.22,898.86,0.6156
2021-04-01,Men,Pants,21,1397.52,649.79,747.73,0.535
2021-04-01,Women,Dresses,16,1359.72,621.54,738.18,0.5429
2021-04-01,Men,Sweaters,20,1207.28,605.49,601.79,0.4985
2021-04-01,Women,Pants & Capris,18,1114.32,598.92,515.4,0.4625
2021-04-01,Women,Intimates,36,1097.44,581.12,516.32,0.4705
2021-04-01,Men,Sleep & Lounge,25,1054.59,414.71,639.88,0.6068
2021-04-01,Men,Fashion Hoodies & Sweatshirts,17,877.53,477.09,400.44,0.4563
2021-04-01,Men,Shorts,17,836.92,417.29,419.63,0.5014
2021-04-01,Men,Active,16,829.66,357.44,472.22,0.5692
2021-04-01,Women,Sweaters,10,801.83,345.47,456.36,0.5692
2021-04-01,Men,Swim,16,782.71,461.6,321.11,0.4103
2021-04-01,Women,Swim,11,727.92,302.61,425.31,0.5843
2021-04-01,Women,Maternity,19,707.82,318.66,389.16,0.5498
2021-04-01,Men,Tops & Tees,18,695.8,389.02,306.78,0.4409
2021-04-01,Women,Jeans,9,681.96,361.18,320.78,0.4704
2021-04-01,Women,Fashion Hoodies & Sweatshirts,15,656.11,304.49,351.62,0.5359
2021-04-01,Women,Plus,13,638.67,330.02,308.65,0.4833
2021-04-01,Women,Active,14,551.37,223.13,328.24,0.5953
2021-04-01,Women,Tops & Tees,14,543.55,298.46,245.09,0.4509
2021-04-01,Women,Sleep & Lounge,14,515.49,306.89,208.6,0.4047
2021-04-01,Men,Underwear,19,410.51,192.32,218.19,0.5315
2021-04-01,Men,Accessories,12,355.88,151.29,204.59,0.5749
2021-04-01,Women,Shorts,12,269.14,136.86,132.28,0.4915
2021-04-01,Women,Skirts,7,248.63,99.23,149.4,0.6009
2021-04-01,Men,Socks,12,240.75,145.61,95.14,0.3952
2021-04-01,Women,Leggings,9,194.81,118.49,76.32,0.3918
2021-04-01,Women,Clothing Sets,1,129.0,76.75,52.25,0.405
2021-04-01,Women,Socks & Hosiery,6,77.37,31.09,46.28,0.5981
2021-04-01,Women,Jumpsuits & Rompers,3,64.41,35.13,29.28,0.4546
2021-04-01,Women,Accessories,2,43.99,17.5,26.49,0.6022
2021-05-01,Men,Outerwear & Coats,16,2927.19,1300.81,1626.38,0.5556
2021-05-01,Men,Jeans,29,2654.22,1422.89,1231.33,0.4639
2021-05-01,Women,Outerwear & Coats,10,1667.31,757.04,910.27,0.546
2021-05-01,Men,Suits & Sport Coats,15,1546.04,613.46,932.58,0.6032
2021-05-01,Men,Sleep & Lounge,23,1478.42,587.0,891.42,0.603
2021-05-01,Women,Dresses,13,1387.54,630.39,757.15,0.5457
2021-05-01,Men,Pants,19,1386.12,625.05,761.07,0.5491
2021-05-01,Women,Intimates,39,1299.23,688.65,610.58,0.47
2021-05-01,Men,Sweaters,19,1279.2,636.73,642.47,0.5022
2021-05-01,Women,Sweaters,16,1223.97,542.56,681.41,0.5567
2021-05-01,Men,Shorts,23,1175.27,593.61,581.66,0.4949
2021-05-01,Women,Swim,17,1091.5,473.12,618.38,0.5665
2021-05-01,Women,Tops & Tees,20,1032.48,588.96,443.52,0.4296
2021-05-01,Women,Jeans,12,984.58,535.38,449.2,0.4562
2021-05-01,Women,Maternity,16,973.96,428.39,545.57,0.5602
2021-05-01,Men,Tops & Tees,21,952.31,547.61,404.7,0.425
2021-05-01,Women,Sleep & Lounge,17,828.06,492.58,335.48,0.4051
2021-05-01,Women,Pants & Capris,15,825.42,429.73,395.69,0.4794
2021-05-01,Men,Fashion Hoodies & Sweatshirts,16,781.27,435.3,345.97,0.4428
2021-05-01,Women,Active,16,700.89,289.9,410.99,0.5864
2021-05-01,Men,Swim,15,695.51,418.44,277.07,0.3984
2021-05-01,Women,Shorts,14,642.3,325.56,316.74,0.4931
2021-05-01,Women,Fashion Hoodies & Sweatshirts,13,626.15,294.61,331.54,0.5295
2021-05-01,Women,Blazers & Jackets,9,580.42,220.72,359.7,0.6197
2021-05-01,Men,Active,10,570.8,251.43,319.37,0.5595
2021-05-01,Men,Underwear,21,566.9,264.63,302.27,0.5332
2021-05-01,Women,Skirts,10,477.56,195.16,282.4,0.5913
2021-05-01,Women,Plus,14,466.66,243.67,222.99,0.4778
2021-05-01,Women,Suits,4,443.52,275.19,168.33,0.3795
2021-05-01,Women,Accessories,11,350.24,146.3,203.94,0.5823
2021-05-01,Men,Socks,21,330.66,200.85,129.81,0.3926
2021-05-01,Men,Accessories,15,325.01,133.42,191.59,0.5895
2021-05-01,Women,Leggings,9,193.83,113.68,80.15,0.4135
2021-05-01,Women,Jumpsuits & Rompers,4,140.09,75.8,64.29,0.4589
2021-05-01,Women,Socks & Hosiery,8,103.34,40.41,62.93,0.609
2021-06-01,Men,Jeans,21,3335.22,1786.6,1548.62,0.4643
2021-06-01,Men,Outerwear & Coats,19,3152.73,1380.6,1772.13,0.5621
2021-06-01,Women,Dresses,22,2157.28,979.7,1177.58,0.5459
2021-06-01,Men,Sleep & Lounge,29,1766.27,722.56,1043.71,0.5909
2021-06-01,Men,Shorts,28,1641.67,808.08,833.59,0.5078
2021-06-01,Men,Suits & Sport Coats,21,1488.89,586.05,902.84,0.6064
2021-06-01,Women,Swim,19,1470.38,611.66,858.72,0.584
2021-06-01,Men,Sweaters,21,1440.01,722.94,717.07,0.498
2021-06-01,Women,Intimates,41,1339.02,705.92,633.1,0.4728
2021-06-01,Men,Tops & Tees,21,1240.2,688.71,551.49,0.4447
2021-06-01,Men,Pants,22,1183.84,557.56,626.28,0.529
2021-06-01,Women,Jeans,12,1083.95,588.68,495.27,0.4569
2021-06-01,Women,Sweaters,17,1066.55,485.04,581.51,0.5452
2021-06-01,Women,Blazers & Jackets,12,1014.11,378.03,636.08,0.6272
2021-06-01,Men,Fashion Hoodies & Sweatshirts,19,971.58,534.95,436.63,0.4494
2021-06-01,Women,Sleep & Lounge,15,868.19,519.89,348.3,0.4012
2021-06-01,Women,Maternity,13,798.88,343.83,455.05,0.5696
2021-06-01,Women,Fashion Hoodies & Sweatshirts,19,798.2,376.21,421.99,0.5287
2021-06-01,Men,Active,14,724.22,302.88,421.34,0.5818
2021-06-01,Women,Shorts,17,705.55,359.32,346.23,0.4907
2021-06-01,Women,Active,15,658.82,275.4,383.42,0.582
2021-06-01,Men,Underwear,25,638.63,303.37,335.26,0.525
2021-06-01,Men,Swim,16,637.8,383.78,254.02,0.3983
2021-06-01,Women,Pants & Capris,9,539.23,284.46,254.77,0.4725
2021-06-01,Women,Outerwear & Coats,8,530.89,233.42,297.47,0.5603
2021-06-01,Women,Jumpsuits & Rompers,5,493.95,267.49,226.46,0.4585
2021-06-01,Women,Plus,14,422.39,210.9,211.49,0.5007
2021-06-01,Men,Accessories,16,372.66,149.39,223.27,0.5991
2021-06-01,Men,Socks,23,362.63,210.8,151.83,0.4187
2021-06-01,Women,Suits,3,336.81,208.78,128.03,0.3801
2021-06-01,Women,Socks & Hosiery,15,259.8,105.59,154.21,0.5936
2021-06-01,Women,Leggings,8,223.84,136.73,87.11,0.3892
2021-06-01,Women,Accessories,12,220.06,89.54,130.52,0.5931
2021-06-01,Women,Tops & Tees,6,196.87,113.01,83.86,0.4259
2021-06-01,Women,Skirts,4,190.38,77.89,112.49,0.5909
2021-06-01,Women,Clothing Sets,1,62.99,38.3,24.69,0.392
2021-07-01,Men,Outerwear & Coats,27,4727.32,2153.99,2573.33,0.5444
2021-07-01,Men,Jeans,30,2816.22,1491.94,1324.28,0.4702
2021-07-01,Men,Sweaters,21,2617.01,1287.59,1329.42,0.508
2021-07-01,Men,Suits & Sport Coats,12,2536.11,1016.18,1519.93,0.5993
2021-07-01,Women,Intimates,43,1745.87,933.3,812.57,0.4654
2021-07-01,Women,Jeans,15,1559.45,853.55,705.9,0.4527
2021-07-01,Women,Dresses,18,1379.16,616.33,762.83,0.5531
2021-07-01,Men,Fashion Hoodies & Sweatshirts,17,1257.02,700.96,556.06,0.4424
2021-07-01,Men,Tops & Tees,33,1257.01,704.86,552.15,0.4393
2021-07-01,Women,Swim,17,1207.52,484.24,723.28,0.599
2021-07-01,Men,Pants,18,1126.59,522.82,603.77,0.5359
2021-07-01,Women,Blazers & Jackets,15,1061.74,416.07,645.67,0.6081
2021-07-01,Men,Shorts,25,1033.82,518.2,515.62,0.4987
2021-07-01,Men,Swim,19,966.76,580.53,386.23,0.3995
2021-07-01,Men,Active,22,924.52,388.04,536.48,0.5803
2021-07-01,Men,Sleep & Lounge,19,910.58,353.14,557.44,0.6122
2021-07-01,Men,Accessories,18,869.14,351.23,517.91,0.5959
2021-07-01,Women,Maternity,10,862.11,365.01,497.1,0.5766
2021-07-01,Women,Fashion Hoodies & Sweatshirts,16,826.74,380.67,446.07,0.5396
2021-07-01,Women,Sweaters,12,774.82,347.75,427.07,0.5512
2021-07-01,Women,Pants & Capris,16,729.6,396.09,333.51,0.4571
2021-07-01,Women,Active,13,673.33,272.44,400.89,0.5954
2021-07-01,Women,Shorts,14,529.49,267.29,262.2,0.4952
2021-07-01,Men,Underwear,16,467.92,219.48,248.45,0.531
2021-07-01,Men,Socks,22,463.72,278.74,184.98,0.3989
2021-07-01,Women,Tops & Tees,15,379.74,209.68,170.06,0.4478
2021-07-01,Women,Sleep & Lounge,7,376.93,224.32,152.61,0.4049
2021-07-01,Women,Plus,10,373.35,191.89,181.46,0.486
2021-07-01,Women,Outerwear & Coats,4,309.12,140.21,168.91,0.5464
2021-07-01,Women,Skirts,9,299.74,123.98,175.76,0.5864
2021-07-01,Women,Leggings,11,288.46,177.3,111.16,0.3854
2021-07-01,Women,Socks & Hosiery,15,244.28,98.09,146.19,0.5985
2021-07-01,Women,Accessories,11,220.88,87.65,133.23,0.6032
2021-07-01,Women,Suits,1,141.62,85.26,56.36,0.398
2021-07-01,Women,Clothing Sets,1,105.0,60.58,44.42,0.423
2021-07-01,Women,Jumpsuits & Rompers,2,28.46,14.48,13.98,0.4913
2021-08-01,Men,Outerwear & Coats,26,4691.64,2119.2,2572.44,0.5483
2021-08-01,Men,Jeans,28,2566.53,1358.44,1208.09,0.4707
2021-08-01,Men,Suits & Sport Coats,18,2138.33,862.68,1275.65,0.5966
2021-08-01,Women,Jeans,16,2100.96,1123.49,977.47,0.4652
2021-08-01,Men,Sleep & Lounge,34,2043.97,807.3,1236.67,0.605
2021-08-01,Women,Intimates,61,2020.8,1077.55,943.25,0.4668
2021-08-01,Women,Outerwear & Coats,14,1928.78,860.72,1068.06,0.5538
2021-08-01,Women,Maternity,27,1696.47,756.51,939.96,0.5541
2021-08-01,Men,Sweaters,21,1612.92,795.21,817.71,0.507
2021-08-01,Men,Active,17,1595.07,691.07,904.0,0.5667
2021-08-01,Men,Fashion Hoodies & Sweatshirts,25,1474.83,814.54,660.29,0.4477
2021-08-01,Women,Blazers & Jackets,14,1439.6,504.84,934.76,0.6493
2021-08-01,Men,Pants,25,1283.43,584.32,699.11,0.5447
2021-08-01,Women,Sweaters,12,1096.7,487.96,608.74,0.5551
2021-08-01,Women,Dresses,20,1030.32,462.1,568.22,0.5515
2021-08-01,Women,Pants & Capris,17,943.15,505.03,438.12,0.4645
2021-08-01,Men,Swim,18,895.19,535.97,359.22,0.4013
2021-08-01,Women,Shorts,21,833.91,414.71,419.2,0.5027
2021-08-01,Men,Shorts,17,820.29,402.98,417.31,0.5087
2021-08-01,Women,Swim,10,688.98,299.47,389.51,0.5653
2021-08-01,Men,Underwear,23,646.35,297.89,348.46,0.5391
2021-08-01,Men,Tops & Tees,19,634.81,355.61,279.2,0.4398
2021-08-01,Women,Tops & Tees,14,626.2,349.75,276.45,0.4415
2021-08-01,Women,Sleep & Lounge,12,616.84,371.78,245.06,0.3973
2021-08-01,Men,Accessories,19,605.14,245.86,359.28,0.5937
2021-08-01,Women,Active,13,577.29,247.17,330.12,0.5718
2021-08-01,Women,Suits,5,414.98,254.94,160.04,0.3857
2021-08-01,Women,Fashion Hoodies & Sweatshirts,10,406.88,197.51,209.37,0.5146
2021-08-01,Women,Plus,10,368.34,183.75,184.59,0.5011
2021-08-01,Women,Accessories,15,335.95,130.05,205.9,0.6129
2021-08-01,Women,Leggings,13,320.18,183.61,136.57,0.4265
2021-08-01,Men,Socks,15,265.85,156.88,108.97,0.4099
2021-08-01,Women,Skirts,6,219.2,89.65,129.55,0.591
2021-08-01,Women,Socks & Hosiery,10,198.44,81.92,116.52,0.5872
2021-08-01,Women,Jumpsuits & Rompers,5,106.79,55.7,51.09,0.4784
2021-09-01,Men,Outerwear & Coats,18,3267.69,1479.15,1788.54,0.5473
2021-09-01,Men,Suits & Sport Coats,25,2890.41,1158.52,1731.89,0.5992
2021-09-01,Men,Jeans,31,2769.95,1492.99,1276.96,0.461
2021-09-01,Women,Dresses,25,2207.36,1000.26,1207.1,0.5469
2021-09-01,Men,Sweaters,26,1700.3,842.56,857.74,0.5045
2021-09-01,Women,Intimates,50,1679.42,883.18,796.24,0.4741
2021-09-01,Men,Fashion Hoodies & Sweatshirts,34,1643.76,904.97,738.79,0.4495
2021-09-01,Men,Pants,26,1608.41,724.09,884.32,0.5498
2021-09-01,Women,Swim,21,1580.12,682.27,897.85,0.5682
2021-09-01,Women,Outerwear & Coats,12,1408.91,623.25,785.66,0.5576
2021-09-01,Men,Sleep & Lounge,32,1408.33,563.27,845.06,0.6
2021-09-01,Men,Tops & Tees,28,1227.72,689.12,538.6,0.4387
2021-09-01,Men,Accessories,29,1201.28,474.56,726.72,0.605
2021-09-01,Women,Blazers & Jackets,14,1160.42,425.59,734.83,0.6332
2021-09-01,Men,Shorts,26,1103.19,547.39,555.8,0.5038
2021-09-01,Men,Swim,22,1050.24,638.68,411.56,0.3919
2021-09-01,Men,Active,14,904.36,373.36,531.0,0.5872
2021-09-01,Women,Fashion Hoodies & Sweatshirts,16,894.85,424.1,470.75,0.5261
2021-09-01,Women,Jeans,8,882.97,491.82,391.15,0.443
2021-09-01,Women,Sweaters,14,872.75,380.94,491.81,0.5635
2021-09-01,Women,Sleep & Lounge,20,871.2,516.41,354.79,0.4072
2021-09-01,Women,Active,14,866.44,374.51,491.93,0.5678
2021-09-01,Men,Underwear,32,826.72,390.95,435.77,0.5271
2021-09-01,Women,Plus,17,800.17,403.3,396.87,0.496
2021-09-01,Women,Maternity,17,787.0,351.15,435.85,0.5538
2021-09-01,Women,Tops & Tees,11,770.49,424.53,345.96,0.449
2021-09-01,Women,Skirts,7,746.94,292.22,454.72,0.6088
2021-09-01,Women,Shorts,17,591.59,298.51,293.08,0.4954
2021-09-01,Women,Accessories,13,446.56,169.01,277.55,0.6215
2021-09-01,Women,Pants & Capris,7,392.95,218.31,174.64,0.4444
2021-09-01,Men,Socks,19,360.42,218.46,141.96,0.3939
2021-09-01,Women,Leggings,11,215.6,129.63,85.97,0.3987
2021-09-01,Women,Socks & Hosiery,14,214.33,81.49,132.84,0.6198
2021-09-01,Women,Suits,2,208.74,124.97,83.77,0.4013
2021-09-01,Women,Jumpsuits & Rompers,3,130.16,71.52,58.64,0.4506
2021-09-01,Women,Clothing Sets,1,88.0,53.77,34.23,0.389
2021-10-01,Men,Suits & Sport Coats,24,3306.23,1342.51,1963.72,0.5939
2021-10-01,Men,Outerwear & Coats,22,3262.42,1467.82,1794.6,0.5501
2021-10-01,Men,Jeans,35,3035.82,1620.05,1415.77,0.4664
2021-10-01,Women,Intimates,55,2685.28,1454.71,1230.57,0.4583
2021-10-01,Women,Jeans,22,2239.81,1208.32,1031.49,0.4605
2021-10-01,Men,Fashion Hoodies & Sweatshirts,33,1846.06,1017.78,828.28,0.4487
2021-10-01,Men,Pants,30,1751.55,793.98,957.57,0.5467
2021-10-01,Men,Sweaters,22,1725.85,861.37,864.48,0.5009
2021-10-01,Women,Outerwear & Coats,15,1715.69,793.8,921.89,0.5373
2021-10-01,Women,Swim,20,1661.84,699.41,962.43,0.5791
2021-10-01,Women,Dresses,20,1492.59,674.37,818.22,0.5482
2021-10-01,Women,Sweaters,18,1428.58,634.59,793.99,0.5558
2021-10-01,Men,Tops & Tees,34,1393.98,782.3,611.68,0.4388
2021-10-01,Men,Sleep & Lounge,26,1232.48,503.42,729.06,0.5915
2021-10-01,Women,Skirts,13,1111.62,442.24,669.38,0.6022
2021-10-01,Women,Maternity,25,1040.47,458.96,581.51,0.5589
2021-10-01,Men,Swim,22,1038.88,619.51,419.37,0.4037
2021-10-01,Women,Blazers & Jackets,12,993.61,370.8,622.81,0.6268
2021-10-01,Men,Shorts,23,960.84,483.28,477.56,0.497
2021-10-01,Men,Accessories,20,937.74,379.95,557.79,0.5948
2021-10-01,Women,Shorts,18,808.42,397.76,410.66,0.508
2021-10-01,Men,Underwear,31,778.22,374.02,404.2,0.5194
2021-10-01,Men,Active,20,759.25,322.51,436.74,0.5752
2021-10-01,Women,Tops & Tees,17,703.84,393.31,310.53,0.4412
2021-10-01,Women,Sleep & Lounge,16,696.12,423.51,272.61,0.3916
2021-10-01,Women,Pants & Capris,11,652.38,348.52,303.86,0.4658
2021-10-01,Women,Fashion Hoodies & Sweatshirts,10,462.42,215.76,246.66,0.5334
2021-10-01,Women,Active,10,418.48,161.21,257.27,0.6148
2021-10-01,Women,Accessories,11,399.42,158.95,240.47,0.6021
2021-10-01,Women,Suits,3,373.5,220.25,153.25,0.4103
2021-10-01,Men,Socks,20,319.77,189.76,130.01,0.4066
2021-10-01,Women,Leggings,16,274.14,163.15,110.99,0.4049
2021-10-01,Women,Plus,14,273.86,136.52,137.34,0.5015
2021-10-01,Women,Socks & Hosiery,14,191.04,76.97,114.07,0.5971
2021-10-01,Women,Jumpsuits & Rompers,4,181.19,95.94,85.25,0.4705
2021-11-01,Men,Suits & Sport Coats,25,3448.82,1340.09,2108.73,0.6114
2021-11-01,Men,Outerwear & Coats,19,3248.78,1441.71,1807.07,0.5562
2021-11-01,Men,Jeans,26,2656.7,1437.39,1219.31,0.459
2021-11-01,Women,Active,17,2401.22,1022.42,1378.8,0.5742
2021-11-01,Women,Intimates,62,2158.87,1128.34,1030.53,0.4773
2021-11-01,Men,Swim,32,1913.44,1168.8,744.64,0.3892
2021-11-01,Women,Outerwear & Coats,8,1911.72,839.41,1072.31,0.5609
2021-11-01,Men,Sweaters,20,1841.87,917.31,924.56,0.502
2021-11-01,Women,Blazers & Jackets,13,1835.02,677.91,1157.11,0.6306
2021-11-01,Women,Jeans,19,1600.79,883.82,716.97,0.4479
2021-11-01,Men,Pants,23,1479.45,673.21,806.24,0.545
2021-11-01,Men,Fashion Hoodies & Sweatshirts,28,1457.6,809.18,648.42,0.4449
2021-11-01,Women,Swim,23,1320.04,557.95,762.09,0.5773
2021-11-01,Women,Dresses,18,1271.12,584.49,686.63,0.5402
2021-11-01,Men,Sleep & Lounge,26,1227.69,492.23,735.46,0.5991
2021-11-01,Men,Tops & Tees,26,1141.95,636.52,505.43,0.4426
2021-11-01,Women,Maternity,22,1057.43,465.93,591.5,0.5594
2021-11-01,Women,Plus,16,958.12,493.66,464.46,0.4848
2021-11-01,Women,Sweaters,10,950.96,427.7,523.26,0.5502
2021-11-01,Men,Active,15,835.93,353.11,482.82,0.5776
2021-11-01,Men,Shorts,17,824.03,400.9,423.13,0.5135
2021-11-01,Men,Underwear,30,811.74,384.81,426.93,0.5259
2021-11-01,Women,Sleep & Lounge,15,776.9,452.85,324.05,0.4171
2021-11-01,Women,Fashion Hoodies & Sweatshirts,14,764.88,358.91,405.97,0.5308
2021-11-01,Men,Accessories,18,743.52,286.13,457.39,0.6152
2021-11-01,Women,Tops & Tees,18,664.28,374.4,289.88,0.4364
2021-11-01,Women,Shorts,13,641.3,317.45,323.85,0.505
2021-11-01,Women,Suits,4,561.15,350.08,211.07,0.3761
2021-11-01,Women,Pants & Capris,12,500.77,267.92,232.85,0.465
2021-11-01,Women,Accessories,11,500.38,209.11,291.27,0.5821
2021-11-01,Men,Socks,25,398.18,241.28,156.9,0.3941
2021-11-01,Women,Leggings,13,274.38,166.23,108.15,0.3942
2021-11-01,Women,Socks & Hosiery,17,255.74,104.37,151.37,0.5919
2021-11-01,Women,Skirts,4,137.51,57.98,79.53,0.5783
2021-11-01,Women,Jumpsuits & Rompers,4,93.94,48.36,45.58,0.4852
2021-12-01,Men,Outerwear & Coats,26,3384.16,1473.9,1910.26,0.5645
2021-12-01,Men,Jeans,33,3300.57,1747.03,1553.54,0.4707
2021-12-01,Men,Suits & Sport Coats,23,3110.66,1203.64,1907.02,0.6131
2021-12-01,Women,Outerwear & Coats,19,2885.56,1259.81,1625.75,0.5634
2021-12-01,Women,Intimates,54,2485.69,1330.42,1155.27,0.4648
2021-12-01,Women,Jeans,19,2415.12,1327.05,1088.07,0.4505
2021-12-01,Men,Pants,30,2229.22,998.02,1231.2,0.5523
2021-12-01,Women,Dresses,19,1991.75,854.26,1137.49,0.5711
2021-12-01,Women,Sweaters,26,1921.22,893.13,1028.09,0.5351
2021-12-01,Women,Swim,24,1867.34,810.24,1057.1,0.5661
2021-12-01,Men,Shorts,34,1754.56,858.69,895.87,0.5106
2021-12-01,Men,Sweaters,28,1742.09,856.03,886.06,0.5086
2021-12-01,Men,Fashion Hoodies & Sweatshirts,33,1728.81,944.26,784.55,0.4538
2021-12-01,Men,Swim,29,1497.48,908.34,589.14,0.3934
2021-12-01,Women,Blazers & Jackets,13,1494.95,580.01,914.94,0.612
2021-12-01,Women,Shorts,27,1466.42,719.69,746.73,0.5092
2021-12-01,Men,Tops & Tees,32,1152.72,654.84,497.88,0.4319
2021-12-01,Men,Sleep & Lounge,25,1071.46,424.73,646.73,0.6036
2021-12-01,Men,Accessories,22,1000.29,401.96,598.33,0.5982
2021-12-01,Men,Underwear,35,960.51,445.7,514.81,0.536
2021-12-01,Women,Fashion Hoodies & Sweatshirts,22,946.18,455.4,490.78,0.5187
2021-12-01,Women,Sleep & Lounge,21,933.84,551.11,382.73,0.4098
2021-12-01,Women,Active,19,810.13,341.05,469.08,0.579
2021-12-01,Women,Maternity,18,758.13,318.27,439.86,0.5802
2021-12-01,Women,Pants & Capris,13,754.37,397.71,356.66,0.4728
2021-12-01,Women,Suits,5,608.12,369.1,239.02,0.393
2021-12-01,Women,Plus,14,605.65,289.32,316.33,0.5223
2021-12-01,Women,Skirts,11,549.3,231.04,318.26,0.5794
2021-12-01,Women,Tops & Tees,19,545.25,304.33,240.92,0.4419
2021-12-01,Men,Active,19,542.32,227.48,314.84,0.5805
2021-12-01,Women,Accessories,22,493.91,197.24,296.67,0.6007
2021-12-01,Men,Socks,23,457.44,272.18,185.26,0.405
2021-12-01,Women,Socks & Hosiery,18,307.65,125.53,182.12,0.592
2021-12-01,Women,Leggings,11,228.36,134.57,93.79,0.4107
2021-12-01,Women,Clothing Sets,2,139.99,84.06,55.93,0.3995
2021-12-01,Women,Jumpsuits & Rompers,3,58.05,29.11,28.94,0.4985
2022-01-01,Men,Outerwear & Coats,32,3546.5,1573.74,1972.76,0.5563
2022-01-01,Women,Outerwear & Coats,16,2805.09,1283.39,1521.7,0.5425
2022-01-01,Men,Suits & Sport Coats,20,2728.98,1059.46,1669.52,0.6118
2022-01-01,Men,Jeans,28,2478.93,1330.23,1148.7,0.4634
2022-01-01,Men,Pants,44,2423.69,1104.41,1319.28,0.5443
2022-01-01,Men,Sweaters,25,2043.98,1043.38,1000.6,0.4895
2022-01-01,Women,Dresses,29,1925.37,857.39,1067.98,0.5547
2022-01-01,Men,Fashion Hoodies & Sweatshirts,33,1839.03,1018.29,820.74,0.4463
